title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Aa Dekhen Zara",movie,"Action, Mystery, Sci-Fi",2009,tt1372681,5.2,964,US
"After Sex",movie,"Comedy, Drama, Romance",2007,tt0465375,5.5,8682,"BR, CL, CO, IN, MX"
"Dracula: Prince of Darkness",movie,Horror,1966,tt0059127,6.6,11168,GB
"The Ballad of Jack and Rose",movie,Drama,2005,tt0357110,6.5,12284,"IN, US"
"The Woman in the Window",movie,"Crime, Drama, Film-Noir",1944,tt0037469,7.6,18231,US
"Eddie Murphy: Raw",movie,"Comedy, Documentary",1987,tt0092948,7.6,21042,US
"Eye for an Eye",movie,"Crime, Drama, Thriller",1996,tt0116260,6.2,19281,"AT, CH, DE, FR, GB, IE, IT, US"
"The Emperor's Club",movie,Drama,2002,tt0283530,6.9,18051,US
"Why Did I Get Married?",movie,"Comedy, Drama, Romance",2007,tt0906108,5.9,14114,"BR, CL, CO, MX, US"
"The Black Stallion",movie,"Adventure, Family, Sport",1979,tt0078872,7.4,14360,"CL, CO, MX"
"The Battle of Algiers",movie,"Drama, War",1966,tt0058946,8.1,67319,GB
"The Soloist",movie,"Biography, Drama, Music",2009,tt0821642,6.7,55731,"DE, US"
Obsessed,movie,"Drama, Romance, Thriller",2009,tt1198138,5,34755,US
Fighting,movie,"Action, Crime, Drama",2009,tt1082601,5.6,34488,US
"The Parallax View",movie,"Drama, Mystery, Thriller",1974,tt0071970,7.1,22535,US
"Last Holiday",movie,"Comedy, Drama, Romance",2006,tt0408985,6.6,36923,"AT, CH, DE, FR, GB, IE, IT, US"
"BMX Bandits",movie,"Action, Crime, Drama",1983,tt0085204,5.5,6213,AU
"Hellraiser: Deader",movie,"Horror, Mystery, Thriller",2005,tt0337636,4.4,12211,US
"Breakin' 2: Electric Boogaloo",movie,"Comedy, Drama, Musical",1984,tt0086999,5.1,4930,US
"Death Warrant",movie,"Action, Crime, Mystery",1990,tt0099385,5.7,21324,"CL, CO, MX"
"The Man in the Moon",movie,"Drama, Romance",1991,tt0102388,7.3,19392,"BR, CL, CO, MX"
"Urban Cowboy",movie,"Drama, Romance, Western",1980,tt0081696,6.5,17251,"AT, CH, DE, FR, GB, IE, IT, US"
"Mrs. Brown",movie,"Biography, Drama, History",1997,tt0119280,7.2,15823,"CA, US"
"Pursuit of the Graf Spee",movie,"Action, Adventure, Drama",1956,tt0048990,6.6,4975,US
"Silent Night",movie,"Biography, Drama, War",2002,tt0338434,7.5,1907,US
"Beat Street",movie,"Drama, Music",1984,tt0086946,6.5,4450,US
"Jaws 3-D",movie,"Adventure, Horror, Thriller",1983,tt0085750,3.7,49516,AU
"Hey Arnold! The Movie",movie,"Adventure, Animation, Comedy",2002,tt0314166,5.9,7943,"AT, CH, DE, FR, GB, IE, IT, US"
Dunkirk,movie,"Action, Drama, History",1958,tt0051565,7.1,3609,GB
"Zone Troopers",movie,"Action, Adventure, Sci-Fi",1985,tt0092298,5.2,1893,US
Threads,movie,"Drama, Sci-Fi, Thriller",1984,tt0090163,8,22676,"CA, US"
Mutants,movie,"Drama, Horror, Sci-Fi",2009,tt1146320,5.5,4295,FR
"Silver Bullet",movie,Horror,1985,tt0090021,6.4,32773,US
Oliver!,movie,"Drama, Family, Musical",1968,tt0063385,7.4,42056,US
"Swamp Thing",movie,"Horror, Sci-Fi",1982,tt0084745,5.3,17123,"BR, CL, CO, MX"
Undiscovered,movie,"Comedy, Music, Romance",2005,tt0434424,4.2,2946,US
"In the Mix",movie,"Comedy, Crime, Drama",2005,tt0426615,3,8671,US
"After Life",movie,"Drama, Fantasy",1998,tt0165078,7.6,14293,GB
Impromptu,movie,"Biography, Comedy, Music",1991,tt0102103,6.8,5611,US
Witchboard,movie,"Horror, Mystery, Thriller",1986,tt0090327,5.7,8588,"CA, US"
"Next Day Air",movie,"Action, Comedy, Crime",2009,tt1097013,5.7,11210,"BR, CL, CO, MX"
"Miss Austen Regrets",movie,"Biography, Drama, History",2007,tt1076240,7,3665,"AU, CA, US"
"Northanger Abbey",movie,"Drama, Romance",2007,tt0844794,7.2,16505,AU
Anvil,movie,"Biography, Documentary, Drama",2008,tt1157605,7.9,16988,US
"The Grifters",movie,"Crime, Drama, Thriller",1990,tt0099703,6.9,31113,US
"Tokyo Story",movie,Drama,1953,tt0046438,8.1,70714,GB
"Land of the Lost",movie,"Action, Adventure, Comedy",2009,tt0457400,5.3,76432,US
"Like Water for Chocolate",movie,"Drama, Romance",1992,tt0103994,7.1,19220,US
"Dream Lover",movie,"Drama, Mystery, Thriller",1993,tt0109665,6.2,6353,US
"Beautiful Ohio",movie,"Comedy, Drama",2006,tt0479275,5.7,544,CA
"Vampire Killers",movie,"Action, Comedy, Fantasy",2009,tt1020885,5.1,21065,US
"The Twilight Saga: New Moon",movie,"Adventure, Drama, Fantasy",2009,tt1259571,4.8,304862,"BR, CL, CO, MX, US"
"Dr. Phibes Rises Again",movie,"Comedy, Horror",1972,tt0068503,6.3,7331,US
Reds,movie,"Biography, Drama, History",1981,tt0082979,7.3,25157,"AT, CH, DE, IT"
"Castle Freak",movie,"Drama, Horror, Mystery",1995,tt0112643,5.9,10672,"CA, US"
"Support Your Local Gunfighter",movie,"Comedy, Romance, Western",1971,tt0067809,6.8,6485,"CL, CO, MX"
"Getting Played",movie,"Comedy, Romance",2005,tt0396032,4.6,1782,US
"Days of Being Wild",movie,"Crime, Drama, Romance",1990,tt0101258,7.4,26261,IT
"The Young Victoria",movie,"Biography, Drama, History",2009,tt0962736,7.2,67445,AU
"Hour of the Wolf",movie,"Drama, Horror, Mystery",1968,tt0063759,7.5,23119,DE
"The Cremator",movie,"Comedy, Crime, Drama",1969,tt0063633,8,11313,GB
"Easy Money",movie,Comedy,1983,tt0085470,6.2,10460,"CL, CO, MX"
"The Russell Girl",movie,Drama,2008,tt1097649,6.6,1943,US
"Night of the Comet",movie,"Comedy, Horror, Sci-Fi",1984,tt0087799,6.3,24974,CA
"Driven to Kill",movie,"Action, Crime, Thriller",2009,tt1227177,4.9,6229,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"The Cookout",movie,Comedy,2004,tt0380277,3.8,3455,US
Ghoulies,movie,"Comedy, Fantasy, Horror",1984,tt0089200,4.2,10673,"BR, CL, CO, MX, US"
"The Stuff",movie,"Comedy, Horror, Sci-Fi",1985,tt0090094,5.9,19235,"CA, US"
"The Cry of the Owl",movie,"Drama, Mystery, Thriller",2009,tt1034302,5.9,5263,US
Bronson,movie,"Action, Crime, Drama",2008,tt1172570,7,143007,DE
Fled,movie,"Action, Adventure, Crime",1996,tt0116320,5.4,9985,BR
Acolytes,movie,"Crime, Drama, Horror",2008,tt0902952,5.5,2540,CA
"10 to Midnight",movie,"Crime, Drama, Thriller",1983,tt0085121,6.3,9690,US
"52 Pick-Up",movie,"Crime, Drama, Thriller",1986,tt0090567,6.4,7237,US
"Her Best Move",movie,"Comedy, Family, Romance",2007,tt0469429,5.4,2400,US
"One Two Three",movie,"Comedy, Crime",2008,tt1176960,5.5,3166,"IN, US"
"No Man's Land: The Rise of Reeker",movie,"Horror, Thriller",2008,tt1090671,4.8,3615,ES
"Go Fish",movie,"Comedy, Drama, Romance",1994,tt0109913,5.7,2393,US
"A Dog's Breakfast",movie,"Comedy, Drama, Horror",2007,tt0796314,6.6,3783,US
"One Week",movie,"Adventure, Drama",2008,tt1104806,7,12107,CA
"G.I. Blues",movie,"Comedy, Musical",1960,tt0053848,6.2,4559,US
"Fear City",movie,"Crime, Drama, Mystery",1984,tt0087247,5.7,4581,GB
"Eye of the Beholder",movie,"Drama, Mystery, Thriller",1999,tt0120662,5,16166,US
"Shirley Valentine",movie,"Comedy, Drama, Romance",1989,tt0098319,7.2,9114,"AT, CH, DE, FR, GB, IE, IT"
"Sherlock Holmes and the Secret Weapon",movie,"Adventure, Crime, Drama",1942,tt0035317,6.5,6804,US
"The Far Country",movie,"Romance, Western",1954,tt0048055,7.1,8950,US
"The Joy of Singing",movie,Comedy,2008,tt1105739,5.9,320,US
"The Haunting in Connecticut",movie,"Drama, Horror, Mystery",2009,tt0492044,5.8,66106,AU
"The Hangover",movie,Comedy,2009,tt1119646,7.7,865447,CA
"Ahista Ahista",movie,"Drama, Romance",2006,tt0831840,6.9,1700,IN
Haunted,movie,"Drama, Horror",1995,tt0113269,6.2,7513,GB
Minotaur,movie,"Action, Adventure, Fantasy",2006,tt0415160,3.7,5276,US
Maborosi,movie,Drama,1995,tt0113725,7.5,7619,GB
Jawbreaker,movie,"Comedy, Crime, Thriller",1999,tt0155776,5.7,29766,US
"Don't Look Back",movie,"Drama, Horror, Mystery",2009,tt1075113,5.8,7553,US
"Looking for Eric",movie,"Comedy, Drama, Fantasy",2009,tt1242545,7.1,18170,US
"In Cold Blood",movie,"Biography, Crime, Drama",1967,tt0061809,7.9,29956,GB
Caveman,movie,"Comedy, Romance",1981,tt0082146,5.8,8777,US
"Rosencrantz & Guildenstern Are Dead",movie,"Comedy, Drama",1990,tt0100519,7.3,24149,"CA, US"
Camelot,movie,"Adventure, Comedy, Drama",1967,tt0061439,6.5,7622,"CA, US"
"Moll Flanders",movie,"Drama, Romance",1996,tt0117071,6.4,4576,US
"All Dogs Go to Heaven 2",movie,"Adventure, Animation, Family",1996,tt0115509,5.5,6816,"BR, CL, CO, MX"
"The Yearling",movie,"Drama, Family, Western",1946,tt0039111,7.2,6579,US
"The Shaft",movie,"Action, Horror, Mystery",2001,tt0247303,4.7,5561,"CA, US"
"The Duellists",movie,"Drama, War",1977,tt0075968,7.4,27456,"AT, CH, DE, FR, GB, IE, IT"
"Delta Force 2: The Colombian Connection",movie,"Action, Adventure, Crime",1990,tt0099399,4.9,8328,"BR, CL, CO, MX"
"Endless Love",movie,"Drama, Romance",1981,tt0082329,4.9,9891,IN
Asylum,movie,Horror,2008,tt0804443,4,4027,US
"Juliet of the Spirits",movie,"Comedy, Drama, Fantasy",1965,tt0059229,7.4,15004,DE
"La Chèvre",movie,"Adventure, Comedy, Crime",1981,tt0082183,7.3,10969,DE
Diggstown,movie,"Drama, Sport",1992,tt0104107,6.9,8267,US
Zift,movie,"Crime, Drama, Mystery",2008,tt1264914,7.2,5517,US
"Graveyard Shift",movie,Horror,1990,tt0099697,5,13050,US
"House of 9",movie,"Drama, Horror, Mystery",2005,tt0395585,5.3,10927,US
"Diary of a Nymphomaniac",movie,"Drama, Romance",2008,tt1111890,5.6,11782,CA
"The Derby Stallion",movie,Drama,2005,tt0451038,5.4,1234,US
"Shadows and Fog",movie,Comedy,1991,tt0105378,6.7,18335,US
"After Innocence",movie,Documentary,2005,tt0436039,7.6,896,US
Volunteers,movie,"Adventure, Comedy",1985,tt0090274,5.5,10742,US
"In Hell",movie,"Action, Drama, Thriller",2003,tt0339135,6.1,21868,"AR, BR, CL, CO, MX"
"Thunder Road",movie,"Crime, Drama, Film-Noir",1958,tt0052293,6.5,4762,US
"Dark Angel",movie,"Action, Crime, Horror",1990,tt0099817,6.1,14758,"BR, CL, CO, MX"
"The Mechanic",movie,"Action, Crime, Thriller",1972,tt0068931,6.8,16503,"CL, CO, MX"
Dhol,movie,"Comedy, Crime, Mystery",2007,tt0995035,6.5,8075,IN
"Nights of Cabiria",movie,Drama,1957,tt0050783,8.1,52682,DE
"The Yards",movie,"Crime, Drama, Romance",2000,tt0138946,6.4,23494,US
Hendrix,movie,"Biography, Drama, Music",2000,tt0260949,5.6,1094,US
"The Red Shoes",movie,"Drama, Music, Romance",1948,tt0040725,8.1,40288,AU
"The Prophecy: Uprising",movie,"Action, Fantasy, Horror",2005,tt0365658,5,2685,US
"The Legend of Drona",movie,"Action, Adventure, Fantasy",2008,tt1060249,2,2754,"AU, IN, US"
"The World of Henry Orient",movie,"Comedy, Drama",1964,tt0058756,6.6,3911,US
"Love Aaj Kal",movie,"Comedy, Drama, Romance",2009,tt1275863,6.8,17343,"IN, US"
"Golmaal: Fun Unlimited",movie,"Action, Comedy, Drama",2006,tt0495034,7.5,19682,IN
"Ugly Aur Pagli",movie,"Comedy, Drama",2008,tt1132606,3.8,791,IN
"The Revenge",movie,Comedy,2002,tt0314942,5.7,1767,IN
"Imagine That",movie,"Comedy, Drama, Family",2009,tt0780567,5.6,16024,"AT, CH, DE, FR, GB, IE, IT, US"
"Streets of Blood",movie,"Action, Crime, Drama",2009,tt1203523,4.4,4112,"AR, BR, CL, CO, MX"
"In the Loop",movie,Comedy,2009,tt1226774,7.4,62281,US
"Couples Retreat",movie,Comedy,2009,tt1078940,5.5,116538,AU
Daybreakers,movie,"Action, Horror, Sci-Fi",2009,tt0433362,6.4,136458,IN
"The Stepfather",movie,"Mystery, Thriller",2009,tt0814335,5.6,39749,US
Spread,movie,"Comedy, Drama, Romance",2009,tt1186370,5.8,42291,US
"Best Men",movie,"Action, Comedy, Crime",1997,tt0118702,5.5,3143,US
"Jennifer's Body",movie,"Comedy, Horror",2009,tt1131734,5.5,157113,US
"Wrong Move",movie,Drama,1975,tt0071483,6.9,4041,DE
"The End of the Affair",movie,"Drama, Mystery, Romance",1999,tt0172396,7,24337,AU
"The Prince & Me 3: A Royal Honeymoon",movie,"Comedy, Family, Romance",2008,tt1094198,4.2,2209,US
"Guru En Aalu",movie,Drama,2009,tt2777850,4.3,69,US
"Dad's Army",movie,"Comedy, War",1971,tt0066963,6.9,3725,AU
"Things You Can Tell Just by Looking at Her",movie,"Drama, Romance",2000,tt0210358,6.4,7454,US
Opera,movie,"Crime, Horror, Mystery",1987,tt0093677,6.9,20196,"CA, GB, US"
"Deep Red",movie,"Horror, Mystery, Thriller",1975,tt0073582,7.5,44118,"CA, US"
"The Shakiest Gun in the West",movie,"Comedy, Western",1968,tt0063591,6.3,3118,US
Rush,movie,"Action, Crime, Drama",1991,tt0102820,6.7,10116,US
Welcome,movie,"Comedy, Crime, Drama",2007,tt0488798,7.1,26401,IN
"C Kkompany",movie,"Comedy, Drama, Thriller",2008,tt1170399,5.5,1366,US
"Martin Lawrence Live: Runteldat",movie,"Comedy, Documentary",2002,tt0327036,5.4,1799,US
"The Bird with the Crystal Plumage",movie,"Horror, Mystery, Thriller",1970,tt0065143,7.1,25055,"CA, US"
"Phir Hera Pheri",movie,"Comedy, Crime",2006,tt0419058,7.3,28918,IN
"Paint Your Wagon",movie,"Comedy, Drama, Musical",1969,tt0064782,6.6,15232,"AT, CH, DE, FR, GB, IE, IT"
"Terror by Night",movie,"Crime, Drama, Film-Noir",1946,tt0039017,6.7,7118,US
"Scooby-Doo and the Alien Invaders",movie,"Adventure, Animation, Comedy",2000,tt0253658,6.8,8169,US
Dhamaal,movie,"Action, Adventure, Comedy",2007,tt0845448,7.5,19015,IN
"Dressed to Kill",movie,"Crime, Mystery",1946,tt0038494,6.8,7074,US
"Johnny Be Good",movie,"Comedy, Sport",1988,tt0095409,4.6,7553,US
StageFright,movie,"Horror, Thriller",1987,tt0092576,6.6,9759,GB
Nightbreed,movie,"Action, Fantasy, Horror",1990,tt0100260,6.5,27168,US
"Mujhse Shaadi Karogi",movie,"Comedy, Romance",2004,tt0418362,6.7,17386,IN
"Late Spring",movie,"Comedy, Drama",1949,tt0041154,8.2,19867,GB
"Early Spring",movie,Drama,1956,tt0049784,7.7,3836,GB
Caravaggio,movie,"Biography, Drama, History",1986,tt0090798,6.5,7189,GB
"Goodnight Mr Tom",movie,"Drama, Family, War",1998,tt0175680,7.8,5088,NO
Heroes,movie,"Action, Adventure, Comedy",2008,tt1114725,5.7,2381,"AU, IN, US"
"Love's Long Journey",movie,"Drama, Family, Western",2005,tt0486420,7.1,2428,US
Doghouse,movie,"Comedy, Horror, Sci-Fi",2009,tt1023500,6,23031,US
Swimfan,movie,"Drama, Thriller",2002,tt0283026,5.1,21512,US
"Lemonade Joe",movie,"Adventure, Comedy, Musical",1964,tt0058275,7.4,3108,GB
"Love's Enduring Promise",movie,"Drama, Family, Western",2004,tt0402348,7,3729,US
Clockers,movie,"Crime, Drama, Mystery",1995,tt0112688,6.9,23826,US
"Robin Hood",movie,"Action, Adventure, Drama",2010,tt0955308,6.6,286965,AU
"The Dogs of War",movie,"Action, Adventure, Drama",1980,tt0080641,6.3,9922,BR
"Rugrats Go Wild",movie,"Adventure, Animation, Comedy",2003,tt0337711,5.6,9163,"CA, US"
"A Day in the Life",movie,"Action, Crime, Drama",2009,tt0810821,5.1,708,US
"Tales from the Darkside: The Movie",movie,"Comedy, Fantasy, Horror",1990,tt0100740,6.2,19838,US
"Necessary Roughness",movie,"Comedy, Sport",1991,tt0102517,6.2,13373,US
"Code of Silence",movie,"Action, Crime, Drama",1985,tt0088936,6,9738,"BR, CL, CO, MX"
"The Secret of NIMH 2: Timmy to the Rescue",movie,"Adventure, Animation, Comedy",1998,tt0171725,3.4,2129,US
"The Road",movie,"Drama, Thriller",2009,tt0898367,7.2,258711,US
"Le Doulos",movie,"Crime, Thriller",1962,tt0054821,7.7,12374,DE
"Sky Kids",movie,"Action, Adventure, Drama",2008,tt0357668,6.8,3513,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Yield to the Night",movie,"Crime, Drama",1956,tt0049019,7.1,1582,GB
"The Handmaid's Tale",movie,"Drama, Romance, Sci-Fi",1990,tt0099731,6,11121,"CL, CO, MX"
"Funny People",movie,"Comedy, Drama",2009,tt1201167,6.3,124541,AU
"Children Shouldn't Play with Dead Things",movie,"Comedy, Horror",1972,tt0068370,5.2,5165,"CA, US"
"Tera Mera Ki Rishta",movie,"Drama, Romance",2009,tt1587426,6.6,166,"AU, IN, US"
"Dim Sum Funeral",movie,"Comedy, Drama",2008,tt1216477,5.2,757,US
"Smoke Signals",movie,"Comedy, Drama",1998,tt0120321,7.2,12789,CA
Sunday,movie,"Action, Comedy, Mystery",2008,tt1039989,5.5,3099,"IN, US"
Sarkar,movie,"Action, Crime, Drama",2005,tt0432047,7.6,17660,IN
"Who Made the Potatoe Salad?",movie,"Comedy, Romance",2006,tt0452706,4.6,534,US
"One False Move",movie,"Crime, Drama, Thriller",1991,tt0102592,7.1,14716,GB
L'Eclisse,movie,"Drama, Romance",1962,tt0056736,7.7,22809,"DE, GB"
"The Last Man on Earth",movie,"Drama, Horror, Sci-Fi",1964,tt0058700,6.7,22155,US
Final,movie,"Drama, Sci-Fi, Thriller",2001,tt0277705,5.8,1389,"CA, US"
Fluke,movie,"Drama, Family, Fantasy",1995,tt0113089,6.6,7610,BR
Orphan,movie,"Horror, Mystery, Thriller",2009,tt1148204,7,259619,US
"Valdez Is Coming",movie,"Drama, Western",1971,tt0067921,6.7,4675,US
"Nil by Mouth",movie,Drama,1997,tt0119792,7.3,10401,GB
"The Honeymooners",movie,"Comedy, Family, Romance",2005,tt0373908,3.5,7617,"GB, IE, US"
"Barbershop 2: Back in Business",movie,"Comedy, Drama",2004,tt0337579,5.7,16210,"BR, CL, CO, MX"
More,movie,"Crime, Drama, Romance",1969,tt0064694,6.4,3275,GB
"High Spirits",movie,"Comedy, Fantasy, Romance",1988,tt0095304,5.8,10998,US
"The Steel Lady",movie,"Action, Adventure, Drama",1953,tt0046368,6.4,368,US
"Rabid Grannies",movie,"Comedy, Horror",1988,tt0098157,4.9,2239,"AU, CA, US"
Naked,movie,"Comedy, Drama",1993,tt0107653,7.7,45107,GB
"The Bone Man",movie,"Comedy, Crime, Thriller",2009,tt1181927,7.4,4961,"AT, CH, DE"
Possession,movie,"Drama, Horror",1981,tt0082933,7.3,46638,US
"I Live in Fear",movie,Drama,1955,tt0048198,7.3,5683,GB
"The Three Amigos",movie,"Comedy, Documentary",2003,tt0301934,7,688,US
Class,movie,"Comedy, Drama, Romance",1983,tt0085346,6,12842,"BR, CL, CO, MX"
Noroi,movie,"Horror, Mystery, Thriller",2005,tt0930083,6.8,16278,"CA, US"
"Hazaaron Khwaishein Aisi",movie,Drama,2003,tt0411469,7.9,5370,IN
Rangeela,movie,"Comedy, Drama, Musical",1995,tt0114234,7.4,10629,US
"A Prophet",movie,"Crime, Drama",2009,tt1235166,7.8,103356,GB
"Cemetery Man",movie,"Comedy, Horror",1994,tt0109592,7,24404,US
"Elvira's Haunted Hills",movie,"Comedy, Horror",2001,tt0265171,5.6,5011,"AU, CA, US"
"The Princess Stallion",movie,"Adventure, Drama, Family",1997,tt0130964,6.1,204,US
Beneath,movie,"Horror, Mystery, Thriller",2006,tt0467167,5.3,4476,US
"Prayers for Bobby",movie,"Biography, Drama, Romance",2009,tt1073510,8,18276,US
"Love Takes Wing",movie,"Family, Romance, Western",2009,tt1269560,6.7,1542,US
"The Damned United",movie,"Biography, Drama, Sport",2009,tt1226271,7.5,46567,AU
Khakee,movie,"Action, Crime, Drama",2004,tt0347332,7.4,16841,IN
"Mind Game",movie,"Adventure, Animation, Comedy",2004,tt0452039,7.7,11007,CA
"The Minus Man",movie,"Crime, Drama, Mystery",1999,tt0151582,6,7388,US
"Dance Flick",movie,"Action, Comedy, Music",2009,tt1153706,3.6,12870,"AT, CH, DE, FR, GB, IE, IT"
"Gregory's Girl",movie,"Comedy, Drama, Romance",1980,tt0082477,7.1,9616,GB
"Good Boy",movie,"Comedy, Drama, Family",2003,tt0326900,5.1,4715,BR
"Cash Truck",movie,"Action, Crime, Drama",2004,tt0347330,6.5,4469,FR
"LOL (Laughing Out Loud)",movie,"Comedy, Romance",2008,tt1194616,6.2,9774,FR
"Lady Jane",movie,"Biography, Drama, History",1986,tt0091374,7.1,7219,"AT, CH, DE, FR, GB, IE, IT"
Evelyn,movie,Drama,2002,tt0298856,7,7217,US
Shabd,movie,"Drama, Thriller",2005,tt0409527,5.1,1545,IN
"Counter Investigation",movie,"Crime, Thriller",2007,tt0825239,6.7,3847,FR
"Late Autumn",movie,"Comedy, Drama",1960,tt0053579,7.9,6306,GB
Aankhen,movie,"Crime, Drama, Thriller",2002,tt0306434,7.4,14159,IN
"In the Time of the Butterflies",movie,"Crime, Drama, Romance",2001,tt0263467,6.6,2523,"BR, CL, CO, MX, US"
Train,movie,"Horror, Thriller",2008,tt1015474,4.7,7055,US
Coffy,movie,"Action, Crime, Thriller",1973,tt0069897,6.8,13314,"CL, CO, MX"
"Black Caesar",movie,"Action, Crime, Drama",1973,tt0069792,6.4,3964,US
"Foxy Brown",movie,"Action, Crime, Thriller",1974,tt0071517,6.5,12544,"CL, CO, MX"
"Truck Turner",movie,"Action, Crime, Thriller",1974,tt0072325,6.9,3689,US
"Not Forgotten",movie,"Horror, Thriller",2009,tt1127221,4.7,2915,US
Ricky,movie,"Comedy, Drama, Fantasy",2009,tt1189076,5.8,3289,US
"Chintu Ji",movie,"Comedy, Drama",2009,tt1135931,5.5,223,"IN, US"
"Blood and Bone",movie,"Action, Crime, Drama",2009,tt0346631,6.7,36397,BR
"Ms .45",movie,"Crime, Drama, Thriller",1981,tt0082776,6.8,12998,CA
"Street Trash",movie,"Comedy, Horror",1987,tt0094057,5.9,11817,GB
"Gunfight at the O.K. Corral",movie,"Biography, Drama, Western",1957,tt0050468,7.1,17860,"AT, CA, CH, DE, FR, GB, IE, IT"
"Boiling Point",movie,"Action, Crime, Drama",1993,tt0106455,5,6714,GB
"The Fighting Temptations",movie,"Comedy, Drama, Music",2003,tt0191133,5.6,7736,"AT, CH, DE, FR, GB, IE, IT, US"
"In Too Deep",movie,"Crime, Drama, Thriller",1999,tt0160401,6.2,7230,US
Tenderness,movie,"Crime, Drama, Mystery",2009,tt0494864,5.4,8296,US
"Vaada Raha... I Promise",movie,Drama,2009,tt1512321,5.7,471,"IN, US"
"Is Anybody There?",movie,Drama,2008,tt1130088,6.6,5034,AU
"Body Melt",movie,"Comedy, Horror, Sci-Fi",1993,tt0106450,5.3,3998,"AU, CA, US"
September,movie,Drama,1987,tt0093940,6.5,10542,US
"The Nude Vampire",movie,Horror,1970,tt0065168,5.4,1855,GB
"Love's Abiding Joy",movie,"Drama, Family, Western",2006,tt0785025,6.8,2085,US
"Last Flight Out",movie,"Adventure, Drama",2004,tt0337660,5.6,346,US
"Scott Pilgrim vs. the World",movie,"Action, Comedy, Fantasy",2010,tt0446029,7.6,473814,"AU, US"
"Ski Patrol",movie,"Action, Comedy, Sport",1990,tt0100631,5.1,4231,US
Sidekicks,movie,"Action, Adventure, Comedy",1992,tt0105402,5.2,10014,US
"Randy Rides Alone",movie,"Action, Drama, Mystery",1934,tt0025699,5.3,1233,US
"Texas Terror",movie,"Drama, Western",1935,tt0027087,5.1,1081,US
"The Lucky Texan",movie,"Action, Adventure, Drama",1934,tt0025440,5.6,1408,US
"A Bucket of Blood",movie,"Comedy, Crime, Horror",1959,tt0052655,6.7,8332,"CA, US"
"Love Is Eternal While It Lasts",movie,"Comedy, Romance",2004,tt0402764,6.2,1280,IT
"Boxcar Bertha",movie,"Crime, Drama, Romance",1972,tt0068309,6,11281,US
"Cloudy with a Chance of Meatballs",movie,"Adventure, Animation, Comedy",2009,tt0844471,6.9,265090,US
"Whip It",movie,"Drama, Sport",2009,tt1172233,6.9,70869,IN
"Saw VI",movie,"Horror, Mystery, Thriller",2009,tt1233227,6,128423,"BR, CL, CO, IN, MX"
Motherhood,movie,"Comedy, Drama",2009,tt1220220,4.6,4792,DE
"The Box",movie,"Drama, Mystery, Thriller",2009,tt0362478,5.6,96091,US
"Ninja Assassin",movie,"Action, Thriller",2009,tt1186367,6.3,76481,US
"It's Complicated",movie,"Comedy, Drama, Romance",2009,tt1230414,6.5,99688,"AU, US"
"Up in the Air",movie,"Comedy, Drama, Romance",2009,tt1193138,7.4,352416,CA
"Green Zone",movie,"Action, Drama, Thriller",2010,tt0947810,6.8,143994,AU
"Season of the Witch",movie,"Action, Adventure, Fantasy",2011,tt0479997,5.4,99332,US
"My Life in Ruins",movie,"Comedy, Romance",2009,tt0865559,5.9,21054,"BR, CL, CO, MX"
Maniac,movie,"Horror, Sci-Fi",1934,tt0025465,3.7,2754,"AU, CA, US"
"The Town",movie,"Crime, Drama, Thriller",2010,tt0840361,7.5,422983,CA
"Remember Me",movie,"Drama, Romance",2010,tt1403981,7.1,157614,"BR, CL, CO, IN, MX"
"Six Degrees of Separation",movie,"Comedy, Drama, Mystery",1993,tt0108149,6.8,22989,"CL, CO, MX"
"Paradise Canyon",movie,"Action, Drama, Western",1935,tt0026846,5.1,1058,US
Bandslam,movie,"Comedy, Drama, Family",2009,tt0976222,6.3,15323,US
"Riders of Destiny",movie,"Music, Romance, Western",1933,tt0024500,5.4,1232,US
"The Thaw",movie,"Horror, Sci-Fi",2009,tt1235448,5.2,13149,US
Kick-Ass,movie,"Action, Comedy, Crime",2010,tt1250777,7.6,601914,AU
"Rough Riders' Round-up",movie,Western,1939,tt0031880,5.4,296,US
Vigilante,movie,"Action, Crime, Thriller",1982,tt0084867,6.5,4707,CA
"Sagebrush Trail",movie,"Drama, Western",1933,tt0024516,5.4,1440,US
"The Scarlet Pimpernel",movie,"Action, Drama, Romance",1982,tt0084637,7.6,5275,"CA, US"
"The Initiation of Sarah",movie,"Comedy, Fantasy, Horror",2006,tt0795403,5.1,1890,BR
"The Initiation of Sarah",movie,"Horror, Thriller",1978,tt0077735,5.7,1244,US
"Lies & Illusions",movie,"Action, Thriller",2009,tt1202222,3.5,3101,"AR, BR, CL, CO, MX"
"The Couch Trip",movie,Comedy,1988,tt0094910,5.8,5702,US
Anthappuram,movie,,1980,tt0315778,5.6,7,"IN, US"
Billa,movie,"Action, Crime, Thriller",2007,tt0920457,7.3,8229,US
Anjaneyulu,movie,"Action, Comedy, Crime",2009,tt1579526,4.9,471,IN
"Paranormal Activity",movie,"Horror, Mystery",2007,tt1179904,6.3,261193,"AT, AU, CA, CH, DE"
"Across 110th Street",movie,"Action, Crime, Drama",1972,tt0068168,7,7335,US
